id,age,income,self_learning_hours,highest_degree,favourite_domain
47135,59,22,2.76,PhD,Cybersecurity
47136,52,53,2.95,High School,Cybersecurity
47137,68,12,0.34,PhD,Data Science
47138,20,54,2.85,High School,Data Science
47139,28,57,2.58,High School,Data Science
47140,64,70,0.41,High School,Business Analytics
47141,21,83,1.14,High School,Cybersecurity
47142,61,61,2.75,Master,AI
47143,18,32,1.0,Bachelor,AI
47144,29,38,0.56,High School,Software Engineering
47145,66,88,2.19,Bachelor,Cybersecurity
47146,67,77,3.44,High School,Data Science
47147,57,95,2.11,Master,Data Science
47148,45,73,3.68,PhD,Software Engineering
47149,60,9,2.79,PhD,Cybersecurity
47150,50,29,0.72,Bachelor,AI
47151,19,91,2.9,PhD,Cybersecurity
47152,40,11,2.0,Master,Cybersecurity
47153,38,12,2.54,PhD,AI
47154,70,13,1.52,Master,Software Engineering
47155,53,88,0.92,PhD,AI
47156,40,38,1.64,PhD,Software Engineering
47157,23,7,1.05,Master,Data Science
47158,27,59,3.31,High School,AI
47159,57,9,2.88,Bachelor,Data Science
47160,28,42,3.08,Bachelor,Cybersecurity
47161,43,20,1.43,Bachelor,Data Science
47162,34,20,0.62,PhD,AI
47163,19,41,0.61,Master,Software Engineering
47164,22,20,3.91,PhD,Business Analytics
47165,20,13,3.35,High School,Business Analytics
47166,59,7,3.19,Bachelor,Data Science
47167,55,53,3.68,Bachelor,Software Engineering
47168,40,47,0.65,High School,Cybersecurity
47169,21,31,1.57,High School,Software Engineering
47170,28,96,3.35,High School,Data Science
47171,44,84,1.06,Bachelor,Data Science
47172,60,93,2.37,Bachelor,AI
47173,23,98,0.37,High School,Cybersecurity
47174,55,95,2.4,Bachelor,AI
47175,50,82,1.46,High School,Cybersecurity
47176,59,79,1.64,PhD,Data Science
47177,59,25,1.43,High School,Cybersecurity
47178,36,36,0.54,PhD,Cybersecurity
47179,20,43,1.59,High School,AI
47180,66,32,2.04,Master,Data Science
47181,54,36,2.32,Bachelor,AI
47182,56,69,1.4,PhD,Cybersecurity
47183,52,27,0.57,PhD,Software Engineering
47184,33,66,1.62,Master,Cybersecurity
47185,38,78,1.09,Bachelor,AI
47186,43,21,0.2,PhD,Data Science
47187,69,79,1.97,High School,AI
47188,60,87,2.85,Master,Business Analytics
47189,59,17,1.33,Master,Business Analytics
47190,35,95,1.68,High School,Software Engineering
47191,30,80,1.88,High School,Data Science
47192,39,36,1.97,High School,Software Engineering
47193,18,11,1.91,Bachelor,Data Science
47194,57,30,3.58,High School,Business Analytics
47195,41,57,1.12,Bachelor,Software Engineering
47196,19,33,2.85,Bachelor,Data Science
47197,60,57,0.0,Master,Data Science
47198,29,27,3.73,High School,AI
47199,41,10,3.68,Master,Cybersecurity
47200,18,10,2.58,PhD,Software Engineering
47201,31,85,2.93,Bachelor,Data Science
47202,50,34,3.04,Master,Business Analytics
47203,19,56,3.02,Bachelor,Business Analytics
47204,67,16,2.32,High School,Data Science
47205,36,48,2.26,PhD,Software Engineering
47206,38,45,3.83,Bachelor,Data Science
47207,60,23,0.4,PhD,Cybersecurity
47208,70,98,3.92,PhD,Data Science
47209,35,23,0.22,Master,Software Engineering
47210,70,96,3.48,High School,AI
47211,63,97,0.92,Bachelor,Business Analytics
47212,52,87,2.32,High School,Software Engineering
47213,53,49,2.38,PhD,Software Engineering
47214,40,49,3.67,High School,Business Analytics
47215,67,69,3.3,Master,Cybersecurity
47216,37,87,2.49,Bachelor,Cybersecurity
47217,24,32,2.18,High School,Data Science
47218,30,27,2.53,Master,Software Engineering
47219,52,80,1.73,PhD,Business Analytics
47220,54,96,0.05,PhD,AI
47221,48,99,2.89,PhD,AI
47222,57,26,0.16,High School,Data Science
47223,37,73,0.45,PhD,Software Engineering
47224,27,65,0.71,High School,Data Science
47225,58,22,0.07,Master,AI
47226,21,44,2.88,High School,Business Analytics
47227,57,66,3.42,Master,Software Engineering
47228,40,80,2.12,Bachelor,Business Analytics
47229,57,33,2.69,High School,Business Analytics
47230,32,15,2.01,High School,Cybersecurity
47231,64,66,3.72,High School,Software Engineering
47232,61,73,3.24,PhD,AI
47233,18,49,2.47,PhD,Software Engineering
47234,36,13,3.77,High School,Data Science
47235,48,27,1.21,Master,Software Engineering
47236,67,39,1.51,Master,AI
47237,49,14,3.01,PhD,Software Engineering
47238,27,45,3.76,High School,Cybersecurity
47239,29,97,1.42,PhD,Software Engineering
47240,54,60,1.03,Bachelor,Business Analytics
47241,47,74,3.79,High School,Software Engineering
47242,34,80,3.74,Master,AI
47243,39,32,0.31,Bachelor,Business Analytics
47244,52,32,3.22,Bachelor,Business Analytics
47245,32,39,3.1,High School,AI
47246,40,18,0.48,High School,Cybersecurity
47247,70,29,1.14,Master,Business Analytics
47248,60,18,2.09,Master,Software Engineering
47249,37,5,2.2,High School,AI
47250,20,6,2.34,High School,Business Analytics
47251,68,67,3.9,High School,Cybersecurity
47252,66,48,2.44,Bachelor,Software Engineering
47253,58,35,1.93,High School,Software Engineering
47254,21,17,3.73,High School,Business Analytics
47255,41,39,3.98,High School,Business Analytics
47256,42,67,3.29,Master,Software Engineering
47257,50,7,0.43,Bachelor,Data Science
47258,58,44,2.15,Bachelor,Cybersecurity
47259,60,58,2.9,Bachelor,Software Engineering
47260,52,41,2.02,Master,Data Science
47261,43,28,0.04,Bachelor,Cybersecurity
47262,67,55,0.25,High School,AI
47263,67,21,0.7,Master,Cybersecurity
47264,40,85,2.9,Master,Cybersecurity
47265,36,23,2.09,High School,AI
47266,47,59,1.95,Bachelor,Software Engineering
47267,50,98,0.19,Bachelor,Cybersecurity
47268,37,16,2.84,High School,AI
47269,20,49,3.05,Bachelor,Business Analytics
47270,60,21,0.78,Master,Software Engineering
47271,18,70,2.27,High School,Software Engineering
47272,56,47,2.35,Bachelor,Cybersecurity
47273,47,71,2.67,PhD,AI
47274,46,40,0.93,Master,Cybersecurity
47275,54,33,2.64,PhD,Data Science
47276,47,84,2.29,High School,Business Analytics
47277,46,34,1.15,Master,Software Engineering
47278,66,68,1.34,Master,AI
47279,35,95,2.17,High School,AI
47280,63,34,1.91,High School,AI
47281,53,22,0.53,Master,Data Science
47282,64,93,1.08,PhD,AI
47283,70,62,2.86,Bachelor,Cybersecurity
47284,67,49,2.98,PhD,AI
47285,21,48,2.13,Bachelor,Business Analytics
47286,25,56,3.7,PhD,AI
47287,45,73,1.84,Bachelor,AI
47288,22,69,3.41,Master,Data Science
47289,24,17,2.43,High School,Data Science
47290,61,45,2.67,PhD,AI
47291,31,10,3.07,Bachelor,Business Analytics
47292,30,38,3.94,Master,Business Analytics
47293,45,8,2.26,PhD,Data Science
47294,53,51,2.75,Bachelor,AI
47295,39,63,1.26,High School,Data Science
47296,51,13,2.04,High School,Cybersecurity
47297,63,43,0.17,Master,Business Analytics
47298,21,44,3.43,Bachelor,Software Engineering
47299,19,32,0.73,PhD,Data Science
47300,43,35,1.51,PhD,Business Analytics
47301,23,75,0.45,Bachelor,Data Science
47302,22,99,0.4,Bachelor,Data Science
47303,21,29,2.79,Bachelor,Cybersecurity
47304,18,60,2.54,High School,Business Analytics
47305,32,66,0.61,PhD,AI
47306,18,92,1.31,Master,Data Science
47307,27,31,1.69,PhD,Data Science
47308,27,88,3.84,High School,Data Science
47309,18,80,1.0,PhD,Software Engineering
47310,55,26,0.2,High School,Data Science
47311,47,8,3.13,High School,Business Analytics
47312,34,7,3.78,High School,AI
47313,49,32,3.55,PhD,Data Science
47314,62,59,2.94,Bachelor,Business Analytics
47315,55,86,1.45,PhD,Data Science
47316,24,95,0.56,Master,AI
47317,56,45,2.55,High School,Business Analytics
47318,65,75,2.87,High School,Business Analytics
47319,49,47,2.12,Master,Cybersecurity
47320,20,49,1.89,High School,Data Science
47321,57,100,0.66,PhD,Business Analytics
47322,45,54,1.31,Bachelor,AI
47323,58,48,0.26,Master,Software Engineering
47324,46,83,3.13,High School,AI
47325,36,76,0.67,Master,AI
47326,65,96,1.97,High School,Business Analytics
47327,19,72,1.51,Bachelor,Cybersecurity
47328,65,81,0.76,Master,Business Analytics
47329,68,18,0.44,Master,Data Science
47330,24,98,2.28,PhD,Software Engineering
47331,48,13,0.12,Bachelor,Data Science
47332,67,61,2.01,High School,Data Science
47333,41,83,1.66,High School,Data Science
47334,34,23,2.39,Bachelor,Business Analytics
47335,27,83,2.25,PhD,AI
47336,43,14,1.51,High School,AI
47337,55,55,3.01,PhD,Software Engineering
47338,35,60,2.57,Master,Cybersecurity
47339,42,62,3.31,Bachelor,Business Analytics
47340,31,57,1.67,Bachelor,Data Science
47341,34,61,2.7,PhD,Cybersecurity
47342,28,95,3.3,High School,Cybersecurity
47343,37,27,1.07,Master,Business Analytics
47344,32,40,2.21,High School,Software Engineering
47345,33,84,1.6,Master,Software Engineering
47346,41,76,2.99,Master,AI
47347,36,15,2.91,High School,Data Science
47348,28,52,1.95,PhD,Data Science
47349,35,31,0.46,Bachelor,Data Science
47350,61,65,2.69,Master,AI
47351,69,94,1.2,Master,Data Science
47352,23,50,2.66,PhD,Cybersecurity
47353,29,89,0.45,High School,Cybersecurity
47354,41,44,3.55,PhD,Cybersecurity
47355,54,91,3.72,PhD,Data Science
47356,56,60,1.85,Bachelor,Business Analytics
47357,56,91,1.44,PhD,Software Engineering
47358,37,94,0.25,PhD,AI
47359,43,6,0.02,Bachelor,Business Analytics
47360,39,79,0.61,PhD,Business Analytics
47361,28,94,2.35,Master,Cybersecurity
47362,57,21,1.09,PhD,Cybersecurity
47363,60,55,2.25,Bachelor,Cybersecurity
47364,45,16,3.63,PhD,Data Science
47365,27,39,0.39,High School,Cybersecurity
47366,27,7,2.69,Master,Cybersecurity
47367,18,58,1.59,Bachelor,Software Engineering
47368,45,7,3.67,PhD,Business Analytics
47369,58,55,2.73,High School,Cybersecurity
47370,29,20,0.54,High School,Business Analytics
47371,58,22,2.37,PhD,Cybersecurity
47372,40,97,3.6,High School,Business Analytics
47373,57,54,2.89,Master,Software Engineering
47374,44,93,2.31,Bachelor,Cybersecurity
47375,36,80,0.43,Master,Software Engineering
47376,67,60,2.13,High School,Cybersecurity
47377,50,38,2.77,High School,Software Engineering
47378,42,75,0.53,Bachelor,AI
47379,19,98,3.02,High School,Cybersecurity
47380,38,86,1.96,PhD,Software Engineering
47381,32,75,1.46,High School,Cybersecurity
47382,18,31,1.72,Master,Data Science
47383,25,60,0.95,High School,Cybersecurity
47384,24,82,3.76,PhD,AI
47385,18,34,1.7,Bachelor,Business Analytics
47386,34,38,1.09,Master,AI
47387,63,59,0.11,PhD,Business Analytics
47388,34,57,2.58,Bachelor,Cybersecurity
47389,21,7,0.97,High School,AI
47390,58,18,2.14,Bachelor,AI
47391,33,70,2.51,Master,Software Engineering
47392,29,34,0.62,Master,Cybersecurity
47393,55,32,0.25,Bachelor,Cybersecurity
47394,22,75,0.96,Master,Business Analytics
47395,34,32,3.77,PhD,Cybersecurity
47396,35,80,2.19,Bachelor,Business Analytics
47397,21,25,0.67,Master,Business Analytics
47398,68,25,3.18,PhD,Cybersecurity
47399,27,67,2.18,High School,Business Analytics
47400,62,39,2.37,Bachelor,AI
47401,35,65,2.54,Bachelor,Cybersecurity
47402,47,21,3.6,High School,AI
47403,46,68,1.22,High School,Business Analytics
47404,67,99,3.83,PhD,AI
47405,57,90,0.06,Bachelor,Business Analytics
47406,34,17,2.59,High School,Data Science
47407,25,13,1.01,High School,Software Engineering
47408,20,53,3.92,PhD,Cybersecurity
47409,31,63,0.15,Master,Software Engineering
47410,68,93,1.26,Master,Data Science
47411,68,82,0.34,High School,Business Analytics
47412,32,86,1.94,Master,Software Engineering
47413,27,77,1.67,Bachelor,Business Analytics
47414,37,28,2.27,High School,Data Science
47415,55,48,2.97,PhD,Data Science
47416,59,56,3.14,PhD,AI
47417,40,7,3.57,High School,Software Engineering
47418,19,23,0.25,Bachelor,Data Science
47419,39,18,3.92,High School,Cybersecurity
47420,31,14,1.19,Master,Business Analytics
47421,30,72,3.94,Bachelor,Software Engineering
47422,33,21,2.15,PhD,Business Analytics
47423,32,69,1.4,Bachelor,Business Analytics
47424,22,10,2.71,High School,Software Engineering
47425,59,90,1.41,Bachelor,Software Engineering
47426,52,5,2.16,High School,Cybersecurity
47427,70,100,2.72,Master,Cybersecurity
47428,32,16,1.86,Bachelor,Data Science
47429,48,93,2.28,PhD,Software Engineering
47430,24,90,0.59,PhD,Cybersecurity
47431,19,59,3.72,PhD,AI
47432,56,69,2.16,Bachelor,Software Engineering
47433,53,25,0.07,PhD,Business Analytics
47434,51,35,0.15,High School,Software Engineering
47435,35,43,0.78,PhD,Business Analytics
47436,44,48,1.7,Bachelor,Business Analytics
47437,57,20,2.97,High School,Business Analytics
47438,38,93,2.04,Bachelor,Data Science
47439,41,87,0.88,High School,Cybersecurity
47440,68,75,2.8,High School,Cybersecurity
47441,45,44,3.61,Bachelor,Business Analytics
47442,19,6,3.91,Master,Software Engineering
47443,32,18,2.1,Bachelor,Software Engineering
47444,39,79,1.29,PhD,Cybersecurity
47445,32,92,2.78,PhD,Data Science
47446,34,69,3.57,Master,Cybersecurity
47447,41,92,2.17,Bachelor,Cybersecurity
47448,45,41,1.23,High School,Data Science
47449,19,7,0.02,Master,Software Engineering
47450,63,77,1.18,PhD,Software Engineering
47451,30,44,0.45,High School,Cybersecurity
47452,31,91,3.33,High School,Cybersecurity
47453,28,57,0.91,Bachelor,Cybersecurity
47454,19,18,1.39,PhD,AI
47455,60,67,2.67,Master,Data Science
47456,26,100,2.68,Bachelor,Cybersecurity
47457,28,29,3.38,High School,Software Engineering
47458,18,86,3.85,PhD,Data Science
47459,56,40,0.87,Master,Cybersecurity
47460,60,93,3.53,High School,Business Analytics
47461,58,70,1.36,PhD,Cybersecurity
47462,47,63,1.26,Bachelor,AI
47463,70,7,3.6,PhD,Software Engineering
47464,22,86,0.49,Master,Software Engineering
47465,24,76,4.0,Bachelor,Software Engineering
47466,31,98,1.72,PhD,Cybersecurity
47467,62,91,2.96,Master,Cybersecurity
47468,68,53,1.74,PhD,Software Engineering
47469,38,27,2.73,Bachelor,Cybersecurity
47470,41,93,1.72,Master,AI
47471,55,65,0.51,Bachelor,Software Engineering
47472,36,29,3.91,Bachelor,Business Analytics
47473,49,83,3.43,Master,Business Analytics
47474,51,91,1.67,High School,Cybersecurity
47475,58,66,1.88,Master,Cybersecurity
47476,24,76,1.63,PhD,Business Analytics
47477,48,50,0.17,Master,Business Analytics
47478,26,91,0.34,Bachelor,AI
47479,62,60,3.59,High School,AI
47480,67,93,1.51,PhD,Data Science
47481,57,83,1.98,Bachelor,Data Science
47482,53,18,1.64,Bachelor,Cybersecurity
47483,61,22,1.5,High School,Business Analytics
47484,48,84,3.65,PhD,Data Science
47485,21,13,1.42,Bachelor,AI
47486,45,14,1.67,Bachelor,Cybersecurity
47487,66,75,2.6,High School,Business Analytics
47488,35,8,1.28,PhD,Software Engineering
47489,20,33,0.61,High School,Data Science
47490,45,86,3.94,Bachelor,Business Analytics
47491,63,35,1.47,Bachelor,Cybersecurity
47492,44,18,0.11,Master,Cybersecurity
47493,21,21,3.43,PhD,Business Analytics
47494,28,78,2.03,PhD,Cybersecurity
47495,69,62,1.62,PhD,Data Science
47496,31,48,0.74,Bachelor,Business Analytics
47497,29,9,1.91,Bachelor,Cybersecurity
47498,69,19,1.92,Master,Business Analytics
47499,37,12,2.18,Master,Cybersecurity
47500,19,62,0.14,High School,Software Engineering
47501,62,69,0.26,High School,AI
47502,46,85,0.83,High School,Software Engineering
47503,65,42,0.62,Bachelor,Business Analytics
47504,60,93,0.14,PhD,Software Engineering
47505,27,69,0.59,Master,Data Science
47506,37,56,0.55,Master,Data Science
47507,26,48,2.49,Master,Cybersecurity
47508,47,65,0.39,Master,Data Science
47509,61,90,1.92,Bachelor,AI
47510,63,18,1.09,Bachelor,Business Analytics
47511,22,13,1.64,High School,AI
47512,37,78,2.88,Bachelor,Data Science
47513,18,86,2.17,High School,Software Engineering
47514,62,82,0.43,High School,Business Analytics
47515,63,58,1.62,PhD,Data Science
47516,64,20,2.32,High School,Software Engineering
47517,18,44,3.27,Master,Cybersecurity
47518,26,95,0.0,PhD,Business Analytics
47519,31,67,1.67,Master,Software Engineering
47520,50,21,3.37,Master,Cybersecurity
47521,60,15,2.27,High School,AI
47522,36,37,2.41,Master,AI
47523,58,93,1.43,Master,AI
47524,24,73,1.09,PhD,Data Science
47525,33,92,2.49,Master,Software Engineering
47526,57,24,0.77,Master,AI
47527,65,46,0.52,PhD,Software Engineering
47528,27,68,0.54,PhD,Cybersecurity
47529,19,83,3.75,Bachelor,Data Science
47530,48,100,1.94,High School,Software Engineering
47531,23,71,0.18,High School,Cybersecurity
47532,25,33,2.44,PhD,Business Analytics
47533,20,57,0.35,Bachelor,Software Engineering
47534,25,70,3.87,High School,AI
47535,63,91,3.4,PhD,AI
47536,62,73,2.05,Bachelor,AI
47537,59,79,2.68,Master,AI
47538,48,24,2.35,Master,Data Science
47539,24,84,2.43,High School,Data Science
47540,32,34,0.25,High School,Data Science
47541,19,65,2.83,PhD,AI
47542,45,77,2.06,PhD,Business Analytics
47543,22,77,0.18,Master,Data Science
47544,37,73,3.26,High School,AI
47545,22,6,1.42,Master,Software Engineering
47546,45,22,0.89,PhD,Cybersecurity
47547,69,33,0.79,High School,Software Engineering
47548,60,36,3.66,Bachelor,AI
47549,25,53,2.77,PhD,Software Engineering
47550,64,75,1.71,PhD,Business Analytics
47551,53,18,1.43,PhD,Data Science
47552,52,58,2.97,High School,Software Engineering
47553,23,96,2.29,High School,Business Analytics
47554,25,5,2.33,Master,Business Analytics
47555,52,23,0.83,PhD,AI
47556,54,52,2.29,High School,Software Engineering
47557,64,80,0.55,High School,AI
47558,49,43,0.11,PhD,Software Engineering
47559,50,20,2.67,High School,Data Science
47560,57,18,1.0,Master,Cybersecurity
47561,69,91,1.84,PhD,Data Science
47562,45,32,2.86,PhD,Cybersecurity
47563,54,28,2.47,Master,Software Engineering
47564,20,30,0.22,High School,Business Analytics
47565,34,99,3.82,High School,AI
47566,35,9,1.65,Master,Data Science
47567,53,24,2.99,Bachelor,Data Science
47568,61,88,3.54,PhD,Cybersecurity
47569,24,58,1.55,Master,Data Science
47570,41,44,1.98,Master,Business Analytics
47571,66,85,3.14,PhD,Business Analytics
47572,64,45,0.67,Bachelor,Cybersecurity
47573,45,43,0.47,Master,Software Engineering
47574,60,81,2.82,High School,Business Analytics
47575,27,14,3.7,PhD,Cybersecurity
47576,20,35,0.37,Master,Software Engineering
47577,51,62,3.2,PhD,Cybersecurity
47578,32,24,0.09,Bachelor,Cybersecurity
47579,30,65,2.04,PhD,Business Analytics
47580,31,48,1.22,Master,Software Engineering
47581,23,43,0.99,High School,Cybersecurity
47582,54,59,2.46,Master,Software Engineering
47583,45,82,3.53,Bachelor,Data Science
47584,29,21,3.45,Bachelor,Cybersecurity
47585,54,32,3.32,Bachelor,AI
47586,24,27,1.91,Master,Software Engineering
47587,40,73,3.94,PhD,Data Science
47588,63,92,0.89,Bachelor,Cybersecurity
47589,35,38,3.4,Bachelor,AI
47590,59,5,0.63,High School,Cybersecurity
47591,55,9,2.15,High School,Software Engineering
47592,20,40,3.72,Bachelor,Data Science
47593,67,44,1.21,Bachelor,Data Science
47594,31,98,3.01,PhD,Cybersecurity
47595,39,48,0.73,Bachelor,Data Science
47596,57,39,0.76,Bachelor,Software Engineering
47597,67,53,2.97,Bachelor,Business Analytics
47598,69,82,2.47,Master,Software Engineering
47599,55,97,0.37,PhD,Business Analytics
47600,42,74,2.87,Master,Cybersecurity
47601,56,53,1.35,Bachelor,AI
47602,59,71,1.75,Bachelor,Software Engineering
47603,35,28,4.0,PhD,Software Engineering
47604,44,62,3.81,Master,AI
47605,48,91,2.01,High School,Data Science
47606,28,84,0.15,Master,AI
47607,50,37,0.85,Master,Software Engineering
47608,51,97,0.82,Master,AI
47609,51,40,3.48,PhD,Data Science
47610,63,93,0.87,PhD,Data Science
47611,69,61,3.8,Bachelor,Data Science
47612,37,40,0.25,PhD,Cybersecurity
47613,51,48,1.04,Master,Software Engineering
47614,23,46,3.61,Master,Cybersecurity
47615,36,13,3.07,Bachelor,AI
47616,66,60,0.99,PhD,Business Analytics
47617,50,38,1.4,Master,AI
47618,35,66,3.69,PhD,Business Analytics
47619,39,53,3.91,Bachelor,Software Engineering
47620,63,33,2.52,High School,Business Analytics
